13/06/20,18:45,76.0,19.8
13/06/20,18:45,76.0,19.8
13/06/20,18:45,76.0,19.8
13/06/20,18:45,76.0,19.9
13/06/20,18:45,75.9,19.8
13/06/20,18:45,76.0,19.9
13/06/20,18:45,75.9,19.8
13/06/20,18:45,76.0,19.8
13/06/20,18:46,76.0,19.9
13/06/20,18:46,76.0,19.8
13/06/20,18:46,76.0,19.9
13/06/20,18:46,75.9,19.8
13/06/20,18:46,75.9,19.8
13/06/20,18:46,75.9,19.8
13/06/20,18:46,75.8,19.8
13/06/20,18:46,75.8,19.8
13/06/20,18:46,75.8,19.8
13/06/20,18:46,75.8,19.8
13/06/20,18:46,75.8,19.8
13/06/20,18:46,75.8,19.8
13/06/20,18:46,75.8,19.8
13/06/20,18:46,75.8,19.9
13/06/20,18:46,75.7,19.8
13/06/20,18:46,75.7,19.8
13/06/20,18:46,75.7,19.8
13/06/20,18:46,75.6,19.8
13/06/20,18:46,75.6,19.8
13/06/20,18:47,75.6,19.8
13/06/20,18:47,75.6,19.8
13/06/20,18:47,75.6,19.8
13/06/20,18:47,75.6,19.8
13/06/20,18:47,75.6,19.8
13/06/20,18:47,75.6,19.9
13/06/20,18:47,75.6,19.8
13/06/20,18:47,75.7,19.8
13/06/20,18:47,75.8,19.8
13/06/20,18:47,75.8,19.8
13/06/20,18:47,75.8,19.8
13/06/20,18:47,75.8,19.8
13/06/20,18:47,75.8,19.8
13/06/20,18:47,75.8,19.8
13/06/20,18:47,75.8,19.8
13/06/20,18:47,75.8,19.8
13/06/20,18:48,75.9,19.9
13/06/20,18:48,75.8,19.8
13/06/20,18:48,75.8,19.8
13/06/20,18:48,75.8,19.8
13/06/20,18:48,75.8,19.8
13/06/20,18:48,75.8,19.8
13/06/20,18:48,75.8,19.8
13/06/20,18:48,75.8,19.8
